,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,.,CC,CD,DT,IN,JJ,NN,NNS,PDT,POS,PRP,RB,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WP,",",EX,PRP$,UH,JJR,MD,WDT,WRB,RBR,NNP,JJS,'',$
224,168-1.flo.cex,0.6029411764705882,68.0,41.0,5.533333333333333,0.0,0.0,6.0,15.0,4.0,2.0,3.0,2.0,1.0,8.0,3.0,0.0,1.0,12.0,5.0,0.0,3.0,5.0,1.0,5.0,0.0,3.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,067-1.flo.cex,0.49504950495049505,101.0,50.0,10.272727272727273,2.0,3.0,3.0,11.0,6.0,0.0,16.0,9.0,2.0,19.0,0.0,0.0,3.0,7.0,7.0,2.0,5.0,5.0,0.0,9.0,0.0,1.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,183-2.flo.cex,0.7045454545454546,44.0,31.0,7.428571428571429,0.0,0.0,0.0,7.0,0.0,0.0,9.0,5.0,1.0,9.0,3.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,283-1.flo.cex,0.5172413793103449,116.0,60.0,9.923076923076923,0.0,0.0,2.0,13.0,9.0,0.0,13.0,12.0,9.0,13.0,6.0,0.0,1.0,12.0,9.0,2.0,5.0,5.0,2.0,5.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228,033-0.flo.cex,0.5934959349593496,123.0,73.0,18.571428571428573,0.0,0.0,0.0,7.0,13.0,2.0,20.0,11.0,3.0,25.0,4.0,0.0,0.0,7.0,4.0,2.0,3.0,3.0,0.0,8.0,2.0,1.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
229,076-2.flo.cex,0.4098939929328622,283.0,116.0,11.107142857142858,1.0,4.0,19.0,28.0,19.0,0.0,17.0,23.0,13.0,25.0,3.0,0.0,0.0,46.0,19.0,4.0,12.0,18.0,3.0,21.0,1.0,13.0,26.0,3.0,0.0,0.0,8.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
230,703-0.flo.cex,0.6923076923076923,52.0,36.0,9.666666666666666,1.0,0.0,0.0,6.0,2.0,0.0,6.0,5.0,0.0,6.0,2.0,0.0,0.0,9.0,4.0,2.0,0.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,067-2.flo.cex,0.5132743362831859,113.0,58.0,8.533333333333333,1.0,3.0,2.0,15.0,5.0,0.0,18.0,8.0,8.0,17.0,1.0,0.0,0.0,14.0,7.0,6.0,2.0,2.0,6.0,4.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
232,057-2.flo.cex,0.4878048780487805,164.0,80.0,8.545454545454545,2.0,0.0,14.0,22.0,11.0,3.0,18.0,9.0,4.0,20.0,1.0,0.0,1.0,18.0,16.0,0.0,7.0,10.0,0.0,9.0,2.0,7.0,15.0,3.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
233,492-0.flo.cex,0.4881889763779528,127.0,62.0,12.545454545454545,0.0,0.0,2.0,11.0,14.0,0.0,15.0,10.0,3.0,17.0,7.0,0.0,2.0,9.0,3.0,5.0,4.0,5.0,1.0,7.0,0.0,1.0,15.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
234,005-2.flo.cex,0.7407407407407407,27.0,20.0,4.857142857142857,0.0,1.0,0.0,7.0,0.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,358-0.flo.cex,0.5774647887323944,71.0,41.0,8.1,0.0,0.0,2.0,10.0,9.0,0.0,10.0,2.0,2.0,14.0,1.0,0.0,2.0,3.0,0.0,2.0,4.0,5.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,279-0.flo.cex,0.5629139072847682,151.0,85.0,7.04,0.0,0.0,0.0,25.0,7.0,0.0,18.0,14.0,5.0,30.0,6.0,0.0,6.0,16.0,6.0,5.0,3.0,6.0,5.0,12.0,0.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,529-0.flo.cex,0.75,44.0,33.0,7.285714285714286,0.0,0.0,2.0,7.0,1.0,0.0,8.0,3.0,1.0,12.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
238,698-0.flo.cex,0.5357142857142857,84.0,45.0,8.636363636363637,2.0,0.0,1.0,11.0,5.0,0.0,16.0,3.0,3.0,19.0,5.0,0.0,3.0,3.0,8.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,154-0.flo.cex,0.625,104.0,65.0,10.454545454545455,2.0,0.0,1.0,11.0,5.0,3.0,12.0,12.0,4.0,17.0,3.0,0.0,3.0,13.0,5.0,3.0,1.0,1.0,0.0,6.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
240,205-1.flo.cex,0.6060606060606061,33.0,20.0,2.9411764705882355,0.0,0.0,0.0,17.0,1.0,0.0,3.0,3.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,269-0.flo.cex,0.53125,192.0,102.0,12.352941176470589,3.0,0.0,8.0,17.0,9.0,2.0,22.0,14.0,8.0,29.0,5.0,0.0,1.0,14.0,16.0,2.0,7.0,11.0,1.0,10.0,8.0,5.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0
242,010-3.flo.cex,0.4233128834355828,163.0,69.0,10.764705882352942,1.0,0.0,2.0,17.0,10.0,1.0,28.0,14.0,3.0,39.0,4.0,0.0,7.0,10.0,6.0,3.0,3.0,3.0,3.0,6.0,1.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,216-1.flo.cex,0.5576923076923077,104.0,58.0,9.666666666666666,1.0,0.0,4.0,12.0,8.0,0.0,19.0,12.0,1.0,22.0,0.0,0.0,2.0,10.0,4.0,2.0,0.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
244,341-0.flo.cex,0.5512820512820513,78.0,43.0,8.8,1.0,1.0,1.0,10.0,4.0,0.0,8.0,9.0,0.0,13.0,3.0,0.0,0.0,9.0,3.0,1.0,2.0,1.0,1.0,9.0,1.0,0.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,001-2.flo.cex,0.5210084033613446,119.0,62.0,10.153846153846153,1.0,0.0,2.0,13.0,8.0,0.0,16.0,14.0,3.0,18.0,1.0,0.0,0.0,12.0,6.0,2.0,3.0,6.0,1.0,6.0,0.0,2.0,15.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,615-0.flo.cex,0.75,44.0,33.0,8.333333333333334,0.0,0.0,1.0,6.0,3.0,0.0,7.0,3.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,065-0.flo.cex,0.5284552845528455,123.0,65.0,11.25,0.0,0.0,2.0,12.0,11.0,0.0,20.0,13.0,4.0,31.0,0.0,0.0,0.0,7.0,5.0,2.0,2.0,3.0,0.0,4.0,0.0,0.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,601-0.flo.cex,0.5555555555555556,63.0,35.0,13.6,1.0,1.0,1.0,5.0,5.0,1.0,11.0,6.0,0.0,11.0,3.0,0.0,3.0,4.0,2.0,1.0,3.0,5.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,183-1.flo.cex,0.6851851851851852,54.0,37.0,7.0,0.0,0.0,2.0,9.0,0.0,0.0,11.0,6.0,0.0,15.0,1.0,0.0,7.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,212-0.flo.cex,0.5955882352941176,136.0,81.0,8.210526315789474,1.0,1.0,0.0,19.0,4.0,2.0,28.0,14.0,6.0,26.0,10.0,0.0,4.0,5.0,2.0,1.0,2.0,0.0,0.0,8.0,2.0,4.0,11.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
251,178-0.flo.cex,0.6571428571428571,35.0,23.0,6.833333333333333,0.0,0.0,1.0,6.0,5.0,0.0,5.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,282-0.flo.cex,0.5454545454545454,110.0,60.0,10.166666666666666,1.0,0.0,1.0,12.0,2.0,0.0,19.0,11.0,3.0,25.0,2.0,0.0,1.0,11.0,1.0,2.0,5.0,6.0,1.0,6.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
253,168-0.flo.cex,0.8235294117647058,17.0,14.0,9.5,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,164-1.flo.cex,0.6428571428571429,42.0,27.0,6.25,0.0,0.0,0.0,8.0,1.0,0.0,9.0,4.0,0.0,12.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,122-1.flo.cex,0.5903614457831325,83.0,49.0,9.4,3.0,1.0,2.0,10.0,3.0,0.0,11.0,5.0,4.0,14.0,2.0,0.0,3.0,5.0,13.0,1.0,1.0,3.0,0.0,5.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
256,660-0.flo.cex,0.6304347826086957,46.0,29.0,6.75,0.0,0.0,0.0,8.0,2.0,0.0,6.0,2.0,6.0,6.0,2.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,016-3.flo.cex,0.7954545454545454,44.0,35.0,9.8,0.0,1.0,1.0,5.0,3.0,0.0,7.0,6.0,1.0,12.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,695-0.flo.cex,0.6164383561643836,73.0,45.0,7.7272727272727275,1.0,2.0,0.0,11.0,3.0,0.0,10.0,5.0,2.0,12.0,1.0,1.0,1.0,4.0,8.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
259,058-0.flo.cex,0.6867469879518072,83.0,57.0,10.222222222222221,0.0,0.0,1.0,9.0,6.0,1.0,14.0,6.0,2.0,18.0,4.0,0.0,1.0,5.0,1.0,2.0,3.0,3.0,0.0,5.0,0.0,2.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
260,184-2.flo.cex,0.7027027027027027,74.0,52.0,13.5,0.0,0.0,2.0,6.0,4.0,0.0,9.0,11.0,2.0,13.0,4.0,0.0,4.0,5.0,6.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
261,226-0.flo.cex,0.4774774774774775,111.0,53.0,7.647058823529412,0.0,1.0,0.0,17.0,6.0,0.0,11.0,5.0,2.0,19.0,5.0,0.0,0.0,17.0,6.0,2.0,3.0,6.0,2.0,12.0,0.0,1.0,10.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,264-0.flo.cex,0.6460176991150443,113.0,73.0,8.0625,1.0,0.0,1.0,16.0,4.0,0.0,12.0,13.0,5.0,20.0,2.0,0.0,2.0,11.0,5.0,4.0,3.0,7.0,3.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
263,293-1.flo.cex,0.7647058823529411,51.0,39.0,4.642857142857143,0.0,1.0,1.0,14.0,1.0,1.0,3.0,3.0,1.0,16.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,148-0.flo.cex,0.660377358490566,53.0,35.0,6.888888888888889,2.0,0.0,0.0,9.0,2.0,0.0,13.0,3.0,0.0,11.0,1.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,620-0.flo.cex,0.49612403100775193,129.0,64.0,8.588235294117647,0.0,0.0,3.0,17.0,1.0,1.0,17.0,10.0,6.0,22.0,3.0,0.0,6.0,12.0,5.0,2.0,3.0,7.0,2.0,15.0,0.0,1.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,635-0.flo.cex,0.6818181818181818,44.0,30.0,9.8,1.0,0.0,0.0,5.0,1.0,1.0,9.0,3.0,2.0,12.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267,051-1.flo.cex,0.6619718309859155,71.0,47.0,6.916666666666667,1.0,1.0,3.0,12.0,2.0,0.0,12.0,2.0,0.0,12.0,2.0,1.0,0.0,9.0,3.0,2.0,2.0,6.0,0.0,7.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,355-1.flo.cex,0.4636363636363636,110.0,51.0,8.928571428571429,1.0,0.0,4.0,14.0,10.0,0.0,18.0,10.0,0.0,16.0,1.0,0.0,0.0,13.0,4.0,1.0,5.0,7.0,2.0,9.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,690-0.flo.cex,0.6619718309859155,71.0,47.0,11.142857142857142,0.0,0.0,2.0,7.0,6.0,0.0,10.0,7.0,3.0,7.0,3.0,0.0,0.0,9.0,0.0,1.0,3.0,5.0,0.0,3.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,058-4.flo.cex,0.5816326530612245,98.0,57.0,20.6,0.0,0.0,1.0,5.0,6.0,1.0,13.0,12.0,2.0,17.0,1.0,0.0,0.0,11.0,4.0,2.0,3.0,3.0,0.0,7.0,0.0,3.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,506-0.flo.cex,0.5892857142857143,56.0,33.0,7.222222222222222,2.0,0.0,0.0,9.0,3.0,0.0,8.0,4.0,0.0,13.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,282-2.flo.cex,0.5151515151515151,132.0,68.0,15.777777777777779,0.0,0.0,4.0,9.0,7.0,0.0,21.0,14.0,6.0,22.0,4.0,0.0,1.0,10.0,4.0,5.0,3.0,7.0,1.0,9.0,1.0,1.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273,526-1.flo.cex,0.4827586206896552,145.0,70.0,11.5,1.0,0.0,0.0,14.0,11.0,0.0,17.0,16.0,5.0,13.0,2.0,0.0,0.0,27.0,8.0,2.0,3.0,5.0,2.0,10.0,0.0,0.0,20.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,289-2.flo.cex,0.6901408450704225,71.0,49.0,9.875,1.0,0.0,1.0,8.0,5.0,0.0,10.0,7.0,1.0,16.0,2.0,0.0,2.0,5.0,3.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,466-0.flo.cex,0.6575342465753424,73.0,48.0,9.11111111111111,0.0,0.0,0.0,9.0,1.0,0.0,17.0,10.0,2.0,19.0,4.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,342-0.flo.cex,0.594059405940594,101.0,60.0,7.3125,1.0,0.0,0.0,16.0,6.0,0.0,11.0,9.0,5.0,14.0,4.0,0.0,0.0,13.0,8.0,0.0,1.0,4.0,1.0,8.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,562-0.flo.cex,0.6753246753246753,77.0,52.0,7.416666666666667,1.0,0.0,2.0,12.0,1.0,0.0,5.0,10.0,3.0,9.0,5.0,0.0,1.0,13.0,4.0,2.0,1.0,1.0,2.0,5.0,1.0,3.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,033-2.flo.cex,0.7088607594936709,79.0,56.0,6.642857142857143,0.0,0.0,1.0,14.0,1.0,0.0,14.0,11.0,0.0,14.0,6.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,11.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,581-0.flo.cex,0.4666666666666667,120.0,56.0,16.0,1.0,0.0,2.0,8.0,5.0,0.0,23.0,17.0,1.0,22.0,1.0,1.0,0.0,8.0,7.0,5.0,3.0,5.0,0.0,6.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
280,181-0.flo.cex,0.74,50.0,37.0,7.25,1.0,0.0,1.0,8.0,0.0,0.0,6.0,5.0,0.0,9.0,5.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,1.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,181-1.flo.cex,0.4067796610169492,118.0,48.0,9.428571428571429,1.0,0.0,0.0,14.0,6.0,0.0,21.0,19.0,9.0,14.0,6.0,0.0,0.0,13.0,1.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,172-2.flo.cex,0.6451612903225806,62.0,40.0,16.5,0.0,0.0,1.0,4.0,6.0,2.0,10.0,6.0,3.0,11.0,3.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,190-1.flo.cex,0.6521739130434783,69.0,45.0,12.666666666666666,0.0,0.0,3.0,6.0,6.0,0.0,9.0,6.0,1.0,8.0,3.0,0.0,2.0,8.0,1.0,2.0,3.0,4.0,1.0,8.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,078-0.flo.cex,0.46601941747572817,103.0,48.0,7.4375,0.0,0.0,0.0,16.0,7.0,0.0,16.0,8.0,3.0,26.0,4.0,0.0,4.0,4.0,2.0,1.0,2.0,3.0,0.0,8.0,0.0,2.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
285,046-0.flo.cex,0.6891891891891891,74.0,51.0,6.285714285714286,0.0,1.0,1.0,14.0,3.0,0.0,12.0,6.0,2.0,14.0,5.0,0.0,2.0,5.0,7.0,1.0,0.0,1.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,213-3.flo.cex,0.6714285714285714,70.0,47.0,7.363636363636363,0.0,2.0,2.0,11.0,2.0,0.0,8.0,5.0,4.0,16.0,0.0,0.0,1.0,7.0,4.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,338-0.flo.cex,0.7111111111111111,45.0,32.0,8.5,0.0,0.0,0.0,6.0,2.0,0.0,8.0,4.0,0.0,11.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,465-0.flo.cex,0.48214285714285715,56.0,27.0,15.0,0.0,0.0,2.0,4.0,4.0,0.0,11.0,3.0,0.0,10.0,4.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,504-0.flo.cex,0.512396694214876,121.0,62.0,13.1,0.0,0.0,9.0,10.0,9.0,1.0,16.0,10.0,2.0,13.0,3.0,1.0,1.0,9.0,5.0,4.0,5.0,13.0,0.0,8.0,0.0,5.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
290,091-0.flo.cex,0.5476190476190477,84.0,46.0,11.5,0.0,0.0,0.0,8.0,9.0,0.0,16.0,11.0,0.0,12.0,5.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,8.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,450-0.flo.cex,0.6095238095238096,105.0,64.0,9.75,1.0,0.0,3.0,12.0,7.0,0.0,9.0,6.0,5.0,12.0,3.0,0.0,2.0,13.0,6.0,4.0,2.0,6.0,0.0,12.0,1.0,1.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,127-0.flo.cex,0.6888888888888889,45.0,31.0,12.25,1.0,0.0,0.0,4.0,3.0,0.0,9.0,2.0,0.0,7.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,270-2.flo.cex,0.57,100.0,57.0,8.76923076923077,1.0,1.0,0.0,13.0,2.0,0.0,16.0,12.0,4.0,19.0,2.0,0.0,1.0,11.0,2.0,0.0,1.0,3.0,0.0,5.0,1.0,4.0,13.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,350-0.flo.cex,0.41566265060240964,166.0,69.0,7.958333333333333,0.0,0.0,2.0,24.0,13.0,1.0,24.0,12.0,3.0,27.0,11.0,0.0,2.0,16.0,6.0,4.0,1.0,2.0,4.0,12.0,3.0,2.0,16.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,282-1.flo.cex,0.4742268041237113,97.0,46.0,8.461538461538462,0.0,0.0,0.0,13.0,1.0,0.0,18.0,10.0,4.0,23.0,3.0,0.0,1.0,6.0,1.0,4.0,0.0,0.0,1.0,10.0,0.0,1.0,10.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,269-1.flo.cex,0.603448275862069,116.0,70.0,10.0,1.0,0.0,4.0,13.0,6.0,0.0,12.0,9.0,3.0,17.0,3.0,0.0,1.0,15.0,9.0,3.0,4.0,5.0,2.0,7.0,0.0,4.0,9.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
297,360-0.flo.cex,0.5205479452054794,73.0,38.0,8.4,0.0,2.0,3.0,10.0,6.0,0.0,7.0,1.0,2.0,11.0,1.0,0.0,4.0,9.0,5.0,1.0,2.0,4.0,0.0,6.0,0.0,3.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,237-1.flo.cex,0.5784313725490197,102.0,59.0,12.333333333333334,1.0,0.0,0.0,9.0,4.0,0.0,17.0,13.0,0.0,19.0,5.0,0.0,3.0,6.0,3.0,2.0,4.0,2.0,0.0,5.0,0.0,1.0,10.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
